시군명,사업장명,인허가일자,영업상태명,폐업일자,병상수(개),의료기관종별명,의료인수(명),입원실수(개),진료과목내용,연면적(㎡),소재지도로명주소,소재지지번주소,소재지우편번호,WGS84위도,WGS84경도
이천시,공한의원,20000626,영업중,,,3,217.86,"경기도 이천시 영창로 223, 2층 (창전동)",경기도 이천시 창전동 457번지 22호,17363,37.28087895,127.4475135,,,
이천시,우리한의원,19961023,영업중,,,1,314.62,"경기도 이천시 중리천로 101, 5층 (창전동)",경기도 이천시 창전동 470번지 4호,17370,37.27807415,127.4483368,,,
이천시,송정푸른솔한의원,20030703,영업중,,,1,228.36,"경기도 이천시 증신로291번길 88, 2층 (송정동, 중앙프라자)",경기도 이천시 송정동 317번지 4호 중앙프라자 2층,17344,37.2962954,127.4353222,,,
이천시,보원당한의원,20070518,영업중,,,1,141.3,"경기도 이천시 마장면 오천로 44, 2층",경기도 이천시 마장면 오천리 281번지 10호 2층,17387,37.252833,127.3526101,,,
이천시,경희신한의원,20190417,영업중,,,1,185,"경기도 이천시 안흥로 72, 스마트빌딩 (갈산동)",경기도 이천시 갈산동 601번지 스마트빌딩,17359,37.2843825,127.4550216,,,
이천시,이천한의원,20020425,영업중,,,2,98.48,경기도 이천시 부발읍 경충대로 2257,경기도 이천시 부발읍 신하리 394번지 34호 2층,17328,37.2602444,127.4757093,,,
이천시,행복한의원,20020620,영업중,,,1,117.06,"경기도 이천시 이섭대천로 1440-8, 2층 (증포동, 신세기타운)",경기도 이천시 증포동 49번지 8호 2층,17348,37.2953275,127.4579855,,,
이천시,부부한의원,19980327,영업중,,,2,305.8,경기도 이천시 장호원읍 장감로 51,경기도 이천시 장호원읍 장호원리 110번지 8호,17419,37.11676822,127.6284762,,,
이천시,김길수한의원,20190114,영업중,,,1,244.32,경기도 이천시 마장면 오천로24번길 6-26,경기도 이천시 마장면 오천리 298번지 7호,17387,37.2549671,127.3500274,,,
이천시,현대한의원,20091102,영업중,,,1,130.59,"경기도 이천시 이섭대천로 1197, 2층 (중리동, 동원빌딩)",경기도 이천시 중리동 217번지 2호 동원빌딩2층,17374,37.2770179,127.4463519,,,
이천시,장호원한의원,20200203,영업중,,,1,164,"경기도 이천시 장호원읍 장터로 45-10, 2층",경기도 이천시 장호원읍 장호원리 100번지 11호,17420,37.11648127,127.6297161,,,
이천시,서울한의원,19770220,영업중,,,1,18.2,경기도 이천시 영창로 205-1 (창전동),경기도 이천시 창전동 148-8번지,17364,37.281103,127.4454287,,,
이천시,광제한의원,20000414,영업중,,,1,116.05,경기도 이천시 이섭대천로 1215 (창전동),경기도 이천시 창전동 169-3번지,17369,37.2788008,127.446633,,,
이천시,자황한의원,20140515,영업중,,,1,204.23,"경기도 이천시 이섭대천로 1203, 3층 (중리동, 하나빌딩)",경기도 이천시 중리동 218-2번지 하나빌딩 3층,17374,37.27774765,127.4463788,,,
이천시,오세미한의원,20131105,영업중,,,1,137.8,"경기도 이천시 영창로 205-1 (창전동, 서울한의원)",경기도 이천시 창전동 148번지 8호,17364,37.281103,127.4454287,,,
이천시,도담한의원,20150914,영업중,,,1,205.26,경기도 이천시 아리역로 1 (창전동),경기도 이천시 창전동 440번지 3호,17356,37.2856074,127.4480148,,,
이천시,생강한의원,20031218,영업중,,,1,280.5,경기도 이천시 장호원읍 장감로 56,경기도 이천시 장호원읍 장호원리 101번지 3호 2층,17420,37.11643176,127.6290585,,,
이천시,신둔한의원,20031110,영업중,,,1,111.04,경기도 이천시 신둔면 경충대로 3152-6,경기도 이천시 신둔면 수광리 304-4번지,17303,37.3077709,127.403026,,,
이천시,백사한의원,20140610,영업중,,,1,85.8,경기도 이천시 백사면 현방로 72-1,경기도 이천시 백사면 현방리 72-30번지,17312,37.33918025,127.4917651,,,
이천시,올바른한의원,20160429,영업중,,,1,96.97,"경기도 이천시 영창로 157, 2층 (관고동)",경기도 이천시 관고동 8번지 16호,17365,37.2818262,127.4399302,,,
이천시,동방한의원,20051110,영업중,,,1,141,경기도 이천시 중리천로13번길 1 (관고동),경기도 이천시 관고동 12번지 4호,17368,37.280657,127.4393484,,,
이천시,거북이한의원,19971107,영업중,,,1,122.17,"경기도 이천시 중리천로5번길 20, 2층 (관고동)",경기도 이천시 관고동 13번지 2층,17368,37.2811362,127.4389115,,,
이천시,목이당한의원,20101117,영업중,,,2,162.59,"경기도 이천시 증신로291번길 121, 1층 (송정동, 대용빌딩)",경기도 이천시 송정동 375번지 40호,17344,37.2948225,127.4340168,,,
이천시,태양한의원,20100916,영업중,,,1,196.21,"경기도 이천시 부발읍 경충대로 2096-4, 2층 207호",경기도 이천시 부발읍 아미리 725번지 8호,17332,37.2521114,127.490458,,,
이천시,한중한의원,20100721,영업중,,,1,121.61,경기도 이천시 이섭대천로 1185-1 (중리동),경기도 이천시 중리동 245번지,17377,37.2761338,127.4466286,,,
이천시,일이삼한의원,20110811,영업중,,,1,166,경기도 이천시 부발읍 경충대로2250번길 6,경기도 이천시 부발읍 신하리 373번지,17327,37.2601647,127.4776252,,,
이천시,호법한의원,20040302,영업중,,,1,119.17,"경기도 이천시 애련정로87번길 49, 2층 (창전동)",경기도 이천시 창전동 170-6번지 2층,17370,37.27824849,127.447374,,,
이천시,100년한의원,20030303,영업중,,,1,188.6,"경기도 이천시 영창로 247, 2층 (창전동)",경기도 이천시 창전동 458-18번지 2층,17363,37.2806628,127.4498801,,,
이천시,경희한의원,19950517,영업중,,,1,185.46,경기도 이천시 영창로 156 (관고동),경기도 이천시 관고동 9번지,17368,37.28154771,127.4397144,,,
파주시,동서한방병원,20051013,영업중,,31,,9,6,301 302 303 304 305 306 307 308,859.1,"경기도 파주시 중앙로 193, 2동 2층 (금릉동, 메트로프라자)",경기도 파주시 금릉동 211번지 11호 메트로프라자 2층,10922,37.7544546,126.7819024
파주시,한빛한의원,20150316,영업중,,,1,140.38,"경기도 파주시 미래로408번길 22, 운정프라자 302호 (야당동)",경기도 파주시 야당동 1000번지 1호 운정프라자,10907,37.7139328,126.7477951,,,
파주시,예담한의원,20110801,영업중,,,1,103.09,"경기도 파주시 후곡로 1, 2층 202호 (금촌동, 경기빌딩)",경기도 파주시 금촌동 952번지 1호 경기빌딩 2층 202호,10924,37.7573134,126.7739277,,,
파주시,제일경희한의원,20050211,영업중,,,1,138.6,"경기도 파주시 금빛로 24-27, 303층 (금촌동, 제일메디컬)",경기도 파주시 금촌동 988번지 6호 303호,10915,37.7518694,126.7682143,,,
파주시,기운찬한의원,20040716,영업중,,,1,125,"경기도 파주시 문산읍 독서울1길 14, 2층",경기도 파주시 문산읍 선유리 420번지 1호 50km마트,10812,37.86585987,126.8044372,,,
파주시,동화당한의원,19980420,영업중,,,1,153.64,"경기도 파주시 문산읍 문산로 34, 동화당한의원",경기도 파주시 문산읍 문산리 40번지 6호 동화당한의원,10823,37.8571643,126.7830052,,,
파주시,진심한의원,20180427,영업중,,,1,115.22,"경기도 파주시 미래로602번길 11, 메디스타워 301호 (와동동)",경기도 파주시 와동동 1303번지 4호 메디스타워,10895,37.73139774,126.7520078,,,
파주시,명가한의원,20090317,영업중,,,1,99.5,"경기도 파주시 후곡로 17, 2층 (금촌동, 경암빌딩)",경기도 파주시 금촌동 953번지 2호,10924,37.7558445,126.7737621,,,
파주시,함소아한의원,20140219,영업중,,,2,204.06,"경기도 파주시 미래로 369-13, 603호 (동패동, 한울프라자)",경기도 파주시 동패동 1761번지 3호 한울프라자 603호,10905,37.71095415,126.7452423,,,
파주시,광탄한의원,19980602,영업중,,,1,113,경기도 파주시 광탄면 큰여울길 53,경기도 파주시 광탄면 신산리 188번지 7호,10948,37.7804532,126.84789,,,
파주시,보명한의원,20041111,영업중,,,1,140,"경기도 파주시 시청로 25, 광우프라자 405호 (금촌동)",경기도 파주시 금촌동 765번지 19호 광우프라자,10929,37.7590652,126.7759877,,,
파주시,금촌명한의원,20041030,영업중,,,1,148.5,"경기도 파주시 번영로 37, 301호 (금촌동, 유니온프라자)",경기도 파주시 금촌동 961번지 1호,10926,37.7575376,126.7688432,,,
파주시,약손한의원,20050624,영업중,,,1,74.9,"경기도 파주시 조리읍 봉천로 36, 2층",경기도 파주시 조리읍 봉일천리 205번지 6호 2층,10937,37.7437068,126.8077914,,,
파주시,실로암한의원,20050614,영업중,,,1,122.1,"경기도 파주시 금빛로 27 (금촌동, 광장프라자 302호)",경기도 파주시 금촌2동 986번지 2호 광장프라자 302호,10915,37.7521447,126.766205,,,
파주시,교하부부한의원,20060830,영업중,,,1,112,"경기도 파주시 청석로 272, 403호 (동패동, 센타프라자1)",경기도 파주시 동패동 1695번지 2호 센타프라자1 403호,10874,37.72598187,126.7177401,,,
파주시,명성당한의원,20041025,영업중,,,1,191,"경기도 파주시 교하로 83, 동광위너스프라자 204,205호 (목동동)",경기도 파주시 목동동 941번지,10892,37.7278392,126.733659,,,
파주시,오성한의원,20171124,영업중,,,1,121.81,"경기도 파주시 조리읍 봉천로 35-1, 2층",경기도 파주시 조리읍 봉일천리 160번지 45호,10937,37.7433731,126.8075653,,,
파주시,운정세움한의원,20160928,영업중,,,1,107.44,경기도 파주시 청암로17번길 53 (목동동),경기도 파주시 목동동 939번지 2호,10892,37.72806796,126.7351895,,,
파주시,튼튼마디한의원,20160922,영업중,,,1,373.99,"경기도 파주시 교하로 75, 5층 501,502호 (목동동)",경기도 파주시 목동동 947번지,10892,37.72856869,126.7335203,,,
파주시,채움생한의원,20160324,영업중,,,1,682.2,"경기도 파주시 산남로 5-96, 1.2층일부,3층 (산남동)",경기도 파주시 산남동 369번지 5호,10881,37.70826043,126.6894912,,,
파주시,경희참한의원,20111104,영업중,,,1,145.4,"경기도 파주시 와석순환로 72, 홍원프라자 303호 (야당동)",경기도 파주시 야당동 1006번지 6호 홍원프라자,10907,37.7105707,126.7512655,,,
파주시,파주하나한의원,20041111,영업중,,,1,114.9,경기도 파주시 파주읍 파발로 4,경기도 파주시 파주읍 파주리 441번지 13호,10835,37.832304,126.8176795,,,
파주시,최경섭한의원,20060705,영업중,,,2,150,"경기도 파주시 후곡로 21, 파워프라자 202호 (금촌동)",경기도 파주시 금촌동 953번지 9호 파워프라자,10924,37.7554212,126.7738428,,,
파주시,바로한의원,20150506,영업중,,,1,196.6,"경기도 파주시 문산읍 문향로67번길 1, 3층 302호 (경향빌딩)",경기도 파주시 문산읍 61번지 35호,10822,37.85774422,126.7847648,,,
파주시,파주한의원,19960322,영업중,,,1,85.45,"경기도 파주시 조리읍 통일로 317, 4층 (봉일천타워)",경기도 파주시 조리읍 봉일천리 210번지 35호 봉일천타워 4층,10937,37.7435916,126.8089035,,,
파주시,경희한의원,19940302,영업중,,,2,210,경기도 파주시 중앙로 206 (금촌동),경기도 파주시 금촌1동 796번지 6호,10932,37.7553091,126.781185,,,
파주시,경희봉일천한의원,20150810,영업중,,,1,419,경기도 파주시 조리읍 통일로 325,경기도 파주시 조리읍 봉일천리 209번지 1호,10937,37.74420305,126.8081759,,,
파주시,서울한의원,19971202,영업중,,,1,114.75,경기도 파주시 중앙로 265 (금촌동),경기도 파주시 금촌1동 767번지 10호,10929,37.7596982,126.7771773,,,
파주시,솔미한의원,20100723,영업중,,,1,117.58,"경기도 파주시 미래로602번길 3, 윤정프라자 401호 (와동동)",경기도 파주시 와동동 1303번지 3호 윤정프라자,10895,37.7312033,126.7516041,,,
파주시,유태원한의원,20180117,영업중,,,1,195.78,"경기도 파주시 교하로 87, 삼성프라자 301호 (목동동)",경기도 파주시 목동동 941번지 1호,10892,37.7275334,126.7338756,,,
파주시,미올한의원 파주운정점,20151020,영업중,,,1,190.27,"경기도 파주시 미래로 375, 삼성메디컬 프라자 303호 (동패동)",경기도 파주시 동패동 1759번지 5호 삼성메디컬 프라자,10905,37.71131574,126.7457968,,,
파주시,경원한의원,20171228,영업중,,,2,378.66,"경기도 파주시 경의로 1080, 명동프라자 3층 (야당동)",경기도 파주시 야당동 1070번지,10908,37.71373325,126.7599309,,,
파주시,경희본한의원,20131212,영업중,,,1,108,"경기도 파주시 중앙로 308, 311호 (금촌동, 금촌현대타워상가)",경기도 파주시 금촌동 52번지 39호 금촌타워상가 아파트 3동 311호,10930,37.76328101,126.7756231,,,
파주시,박태민한의원,20131126,영업중,,,1,125.6,"경기도 파주시 미래로 620, 해솔프라자 504호 (와동동)",경기도 파주시 와동동 1301번지 4호 해솔프라자,10895,37.7323193,126.7510218,,,
파주시,마디엠한의원,20170616,영업중,,,2,94,"경기도 파주시 미래로 369-58, 401호 (동패동)",경기도 파주시 동패동 1758번지 1호,10905,37.711682,126.7443778,,,
파주시,청담경희한의원,20121109,영업중,,,1,131.44,"경기도 파주시 와석순환로 135, 신한프라자 602호 (동패동)",경기도 파주시 동패동 1758번지 신한프라자,10905,37.71195239,126.744411,,,
파주시,지산한의원,20120210,영업중,,,1,117.07,"경기도 파주시 와석순환로 431, 신운정프라자 301호 (와동동)",경기도 파주시 와동동 1365번지 3호 신운정프라자,10894,37.7235664,126.7531044,,,
파주시,운정경희한의원,20191031,영업중,,,3,585.67,"경기도 파주시 청암로17번길 43, 2층 (목동동)",경기도 파주시 목동동 935번지 3호,10892,37.72961823,126.7354675,,,
파주시,칠정한의원,19721120,영업중,,,1,99,경기도 파주시 문산읍 칠정말길 59,경기도 파주시 문산읍 선유리 204번지,10833,37.865441,126.8180057,,,
파주시,우리한의원,20060619,영업중,,,1,108,경기도 파주시 탄현면 참매미길 74,경기도 파주시 탄현면 법흥리 1725번지 1호,10861,37.7746744,126.7016852,,,
파주시,경희진한의원,20141020,영업중,,,1,118.4,"경기도 파주시 경의로 1090, 삼융타워 601호 (야당동)",경기도 파주시 야당동 1072번지 1호,10908,37.7144271,126.7600193,,,
파주시,그랜드경희한의원,20131115,영업중,,,1,136.16,"경기도 파주시 문화로 103, 1동 (금촌동)",경기도 파주시 금촌동 62번지 1호 춘전빌딩,10929,37.7631975,126.7743976,,,
파주시,폴리한의원 파주운정점,20200402,영업중,,,1,163.97,"경기도 파주시 미래로 377, 4층 401호 (동패동)",경기도 파주시 동패동 1759번지 4호,10905,37.71172799,126.7458635,,,
파주시,파주제일한의원,20190617,영업중,,,1,131.94,"경기도 파주시 금정로 68, 2층 (금촌동)",경기도 파주시 금촌동 311번지 31호 2층,10929,37.76090033,126.7740646,,,
파주시,창천한의원,20190305,영업중,,,1,150,"경기도 파주시 미래로 371, 씨티타워 801호 (동패동)",경기도 파주시 동패동 1759번지 6호,10905,37.71098239,126.7457979,,,
파주시,대원한의원,20191002,영업중,,,1,162.86,"경기도 파주시 조리읍 대원로 24, 가동 2층",경기도 파주시 조리읍 대원리 215번지 3호,10943,37.72670599,126.8190884,,,
파주시,파주사암한의원,20200522,영업중,,,1,343.48,"경기도 파주시 한마음2길 20, The K빌딩 206,7호 (금촌동)","경기도 파주시 금촌동 958번지 12호 The K빌딩 206,7호",10925,37.75672242,126.7732767,,,
파주시,사랑이꽃피는한의원,20060711,영업중,,,1,148,"경기도 파주시 청석로 260, 트리플메디칼타워 401호 (동패동)",경기도 파주시 동패동 1694번지 1호 트리플메디칼타워,10874,37.72498169,126.7176872,,,
파주시,3대경희한의원,20110419,영업중,,,1,182,"경기도 파주시 새꽃로 27, 301호 (금촌동, 금촌크리닉)",경기도 파주시 금촌동 988번지 8호 금촌크리닉 301호,10915,37.752338,126.7682695,,,
파주시,문산경희한의원,20020902,영업중,,,1,135,경기도 파주시 문산읍 문산로40번길 15,경기도 파주시 문산읍 문산리 58번지 11호,10823,37.85660728,126.7838137,,,
파주시,행복한경희한의원,20110609,영업중,,,1,133,"경기도 파주시 와석순환로 125, 401호 (동패동, 현대프라자)",경기도 파주시 동패동 1759번지 2호 현대프라자 401호,10905,37.71198227,126.7457151,,,
파주시,몸이편안한의원,20120817,영업중,,,3,362,경기도 파주시 문산읍 문향로 46 (문산우체국 3층),경기도 파주시 문산읍 문산리 10번지 33호 문산우체국 3층,10824,37.85614921,126.7857494,,,
파주시,한주한의원,20190415,영업중,,,1,135,"경기도 파주시 와석순환로 70, 신운정프라자2 302호 (야당동)",경기도 파주시 야당동 1006번지 7호 신운정프라자2,10907,37.71047209,126.7514814,,,
파주시,가람수한의원,20141113,영업중,,,1,101.26,"경기도 파주시 가람로 49, 중앙프라자 303호 (와동동)",경기도 파주시 와동동 1557번지,10870,37.73442811,126.7555411,,,
파주시,영담한의원,20170726,영업중,,,1,90.72,"경기도 파주시 탄현면 사슴벌레로 43, 2층 201,202호",경기도 파주시 탄현면 법흥리 1787번지 양문교회,10861,37.7758336,126.7005227,,,
파주시,교하경희한의원,20061130,영업중,,,1,165,"경기도 파주시 청석로 256, 교하일번가빌딩 501호 (동패동)",경기도 파주시 동패동 1694번지 2호 교하일번가빌딩,10874,37.7245942,126.7176887,,,
파주시,원광한의원,19981114,영업중,,,1,89.1,"경기도 파주시 문산읍 문향로49번길 20, 101호 (로얄빌딩)",경기도 파주시 문산읍 문산리 56번지 21호,10823,37.85640985,126.7842347,,,
파주시,사랑꽃아이한의원,20070221,영업중,,,1,134.65,"경기도 파주시 금빛로 19, 파주프라임타워 301호 (금촌동)",경기도 파주시 금촌동 986번지 4호 파주프라임타워,10915,37.751118,126.7664012,,,
파주시,신통방통한의원,20121210,영업중,,,1,115.64,"경기도 파주시 문산읍 문산로 42, 2층",경기도 파주시 문산읍 문산리 10번지 28호 2층,10823,37.85721987,126.7837891,,,
파주시,운정부부한의원,20120705,영업중,,,2,153.95,"경기도 파주시 와석순환로 66, 한솔프라자 203,204호 (야당동)",경기도 파주시 야당동 1006번지 8호 한솔프라자,10907,37.71032342,126.7517545,,,
파주시,천일한의원,20020314,영업중,,,1,136.5,"경기도 파주시 적성면 청송로 1026-1, 풍년프라자 403호",경기도 파주시 적성면 마지리 62번지 18호 풍년프라자,10803,37.9541268,126.919219,,,
파주시,파주아이누리한의원,20130705,영업중,,,1,252.73,"경기도 파주시 와석순환로 133, 202호 (동패동, 형성프라자)",경기도 파주시 동패동 1759번지 형성프라자 202호,10905,37.7120979,126.7450682,,,
파주시,금촌우리한의원,20090729,영업중,,,1,90.09,"경기도 파주시 새꽃로 62, 204호 (금촌동, 아이베스트프라자 )",경기도 파주시 금촌동 237번지 1호 아이베스트프라자 204호,10926,37.7553935,126.7689067,,,
파주시,쑥향고운 한의원,20090511,영업중,,,1,119.17,"경기도 파주시 새꽃로 13, 302호 (금촌동, 파르테논프라자 )",경기도 파주시 금촌동 989번지 8호 파르테논프라자 302호,10915,37.7510947,126.7682621,,,
파주시,바를정한의원,20070829,영업중,,,1,124,"경기도 파주시 청석로 268, 407호 (동패동, 미소시티)",경기도 파주시 동패동 1695번지 3호 미소시티 407호,10874,37.7257023,126.7176617,,,
파주시,래소한의원,20091222,영업중,,,1,155.86,"경기도 파주시 숲속노을로 271, 202호 (문발동, 고산프라자)",경기도 파주시 문발동 561번지 3호 고산프라자 2층 202호,10884,37.7245688,126.7109965,,,
파주시,경희솔한의원,20110711,영업중,,,1,98.77,"경기도 파주시 문산읍 방촌로 1721, 302호 (우리메디컬프라자)",경기도 파주시 문산읍 당동리 888번지 8호 우리메디컬프라자 302호,10816,37.8663837,126.7845347,,,
파주시,채영한의원,20181127,영업중,,,1,73.5,"경기도 파주시 하우고개길 158, 가온프라자 201호 (야당동)",경기도 파주시 야당동 186번지 1호,10909,37.71162766,126.7671144,,,
파주시,계성한의원,19661220,영업중,,,1,99,경기도 파주시 파주읍 혜음로 1690-1,경기도 파주시 파주읍 연풍리 285번지 21호,10834,37.82855336,126.8402246,,,
파주시,운정도담한의원,20130527,영업중,,,1,83.69,"경기도 파주시 와석순환로 421, 301호 (와동동, 지산프라자)",경기도 파주시 와동동 1365번지 지산프라자 301호,10894,37.72337547,126.7522658,,,
파주시,해담한의원,20130506,영업중,,,3,99.42,"경기도 파주시 금빛로 24-28, 305호 (금촌동, 우성메디피아)",경기도 파주시 금촌동 989번지 6호 우성메디피아 305호,10915,37.75165315,126.7682749,,,
파주시,팜스경희한의원,20060602,영업중,,,1,86.4,"경기도 파주시 송화로 11, 팜스프링아파트 308호 (아동동)",경기도 파주시 아동동 283번지 10호 팜스프링아파트,10851,37.77167158,126.7770388,,,
파주시,운정한의원,20110131,영업중,,,2,142,"경기도 파주시 미래로 610, 301호 (와동동, 운정메디칼프라자 )",경기도 파주시 와동동 1303번지 1호 운정메디칼프라자 301호,10895,37.7315903,126.7513759,,,
파주시,문산신농씨한의원,20100908,영업중,,,1,168.02,"경기도 파주시 문산읍 문향로49번길 12, 1층 (문산제일종합상가)",경기도 파주시 문산읍 문산리 10번지 105호 문산제일종합상가,10823,37.8564648,126.7847345,,,
파주시,서울경희한의원,20070821,영업중,,,1,252.2,경기도 파주시 조리읍 봉천로 42-1 (신라편의점),"경기도 파주시 조리읍 봉일천리 204번지 10호 (1,2,3층)",10937,37.74375952,126.806929,,,
파주시,풍성한의원,19981229,영업중,,,1,58.4,"경기도 파주시 중앙로 271 (금촌동, 광장빌딩)",경기도 파주시 금촌동 767번지 8호 광장빌딩 동관 208호,10929,37.76003087,126.7768132,,,
파주시,경희도선한의원,20120423,영업중,,,1,140,"경기도 파주시 한울로 67, 아름터프라자 201호 (동패동)",경기도 파주시 동패동 1901번지 2호 아름터프라자,10902,37.7107873,126.7390735,,,
파주시,운정바른한의원,20180727,영업중,,,1,137.64,"경기도 파주시 교하로 79, 혜인프라자 3층 303호 (목동동)",경기도 파주시 목동동 947번지 1호,10892,37.72833101,126.7334168,,,
파주시,봄내한의원,20120207,영업중,,,1,122.4,"경기도 파주시 와석순환로 82, 대흥프라자 302호 (야당동)",경기도 파주시 야당동 1006번지 1호 대흥프라자,10907,37.71142499,126.7504915,,,
파주시,양천한의원,20020705,영업중,,,1,224,경기도 파주시 광탄면 만장산로 124,경기도 파주시 광탄면 신산리 20번지 9호,10948,37.7863099,126.855393,,,
파주시,왕한의원,20020404,영업중,,,1,136.5,"경기도 파주시 법원읍 사임당로 848, 2층",경기도 파주시 법원읍 대능리 81번지 43호,10826,37.84874996,126.8746975,,,
파주시,영남한의원,19820924,영업중,,,1,174,"경기도 파주시 금정로 96, c동 2층 (금촌동)",경기도 파주시 금촌동 324번지 19호 온누리세종약국,10929,37.763086,126.7726276,,,
파주시,강자돈한의원,20050603,영업중,,,1,75.9,"경기도 파주시 가온로 27, 208,209,210호 (목동동, 교하1차월드메르디앙상가동)","경기도 파주시 목동동 2번지 127호 교하1차월드메르디앙상가동(208,209,210호)",10893,37.7269502,126.7429863,,,
파주시,문성철한의원,20180730,영업중,,,1,148,"경기도 파주시 중앙로 276, 2층 (금촌동)",경기도 파주시 금촌동 768번지 17호,10930,37.76050918,126.7772317,,,
파주시,우주한의원,20170918,영업중,,,1,98.8,"경기도 파주시 와석순환로 86, 2층 (야당동, 지앤지프라자)",경기도 파주시 야당동 1006번지,10907,37.7113703,126.7502081,,,
파주시,우리한의원,20080122,영업중,,,1,214.5,"경기도 파주시 문산읍 문향로67번길 2, 3층 (중앙빌딩)",경기도 파주시 문산읍 문산리 6번지 28호 중앙빌딩 3층,10821,37.8580239,126.7849799,,,
평택시,도솔한방병원,20191017,영업중,,99,,16,28,308 307 306 305 304 303 302 301 122 120,4988.22,"경기도 평택시 비전5로 20-30, 2,3,4,5층 (비전동)",경기도 평택시 비전동 1102번지 3호,17854,36.99892212,127.1151275
평택시,시민한의원,20110617,영업중,,,1,108.9,"경기도 평택시 평택4로 49, 1층 (비전동)",경기도 평택시 비전동 760번지 5호 (1층),17898,36.9923829,127.100667,,,
평택시,태인한의원,20030611,영업중,,,1,177.4,"경기도 평택시 평남로 721, 301호 (비전동, 트윈프라자)",경기도 평택시 비전동 877번지 3호,17871,36.994777,127.1139481,,,
평택시,다인한의원,20030604,영업중,,,1,225.92,경기도 평택시 평택5로 88 (비전동),경기도 평택시 비전동 834,17885,36.9937427,127.1119134,,,
평택시,건강한의원,20020906,영업중,,,1,135.3,"경기도 평택시 비전3로 25, 303호 (비전동)",경기도 평택시 비전동 1027번지 3호 골든프라자 303호,17852,37.0023543,127.104758,,,
평택시,미소로한의원,20180202,영업중,,,3,354.69,"경기도 평택시 중앙2로 16, 셀럽시티 7,5층 일부(병실층 701호 (평택동)",경기도 평택시 평택동 298번지 1호,17912,36.9914684,127.0885993,,,
평택시,송탄소나무한의원,20141224,영업중,,,1,115.16,"경기도 평택시 점촌로20번길 20, 1층 (서정동)",경기도 평택시 서정동 893번지 6호 (1층),17778,37.0624061,127.0558164,,,
평택시,평택아이누리한의원,20131025,영업중,,,1,146.9,"경기도 평택시 경기대로 269, 2층 (비전동)",경기도 평택시 비전동 830-3번지 2층,17885,36.9946874,127.1129799,,,
평택시,소나무한의원,20061002,영업중,,,1,98.53,경기도 평택시 중앙1로 9 (통복동),경기도 평택시 통복동 61-19,17892,36.99865786,127.0840598,,,
평택시,본한의원,20070221,영업중,,,1,98.88,"경기도 평택시 이충로35번길 22, 204호 (이충동, 뜨란프라자)",경기도 평택시 이충동 668번지 3호 뜨란프라자 204호,17735,37.0597336,127.0666417,,,
평택시,청북한의원,20030909,영업중,,,1,129.66,경기도 평택시 청북읍 신포길 47,경기도 평택시 청북읍 후사리,17799,37.04006919,126.9332376,,,
평택시,경희하늘한의원,20130927,영업중,,,1,115.8,"경기도 평택시 청북읍 안청로 346, 205호 (에이스프라자)",경기도 평택시 청북읍 옥길리 1158-3번지 에이스프라자 205호,17808,37.0186301,126.9154689,,,
평택시,믿음한의원,20170607,영업중,,,1,86.78,"경기도 평택시 팔각정길 15-8, 1층 (비전동)",경기도 평택시 비전동 808번지 5호,17882,36.99715733,127.1021673,,,
평택시,늘푸른 경희한의원,20120621,영업중,,,1,89.85,경기도 평택시 평택2로 37 (평택동),경기도 평택시 평택동 33번지 1호,17910,36.9940492,127.0899187,,,
평택시,경희한사랑한의원,20190410,영업중,,,1,93.15,경기도 평택시 팽성읍 안정쇼핑로 44,경기도 평택시 팽성읍 안정리 37번지 11호,17983,36.9612468,127.0468757,,,
평택시,해달천한의원,20071114,영업중,,,1,124.76,"경기도 평택시 현촌1로 54, 2층 (용이동, 현촌프라자)",경기도 평택시 용이동 597-7번지 현촌프라자 2층,17869,36.9981359,127.1337474,,,
평택시,다산한의원,20100820,영업중,,,3,368.87,경기도 평택시 정암로 53 (이충동),경기도 평택시 이충동 446번지 2호,17781,37.05681781,127.0596126,,,
평택시,자우당부부한의원,20190612,영업중,,,3,169.48,"경기도 평택시 용죽3로 24, 2층 203호 (용이동)",경기도 평택시 용이동 684번지 1호,17870,36.99410529,127.1254121,,,
평택시,이화부부한의원,20160920,영업중,,,1,163,"경기도 평택시 비전3로 26, 4층 (비전동, 골든프라자 5차)",경기도 평택시 비전동 1070-3번지 골든프라자5차 4층,17852,37.00224572,127.1052859,,,
평택시,태양한의원,20121127,영업중,,,1,144.79,경기도 평택시 진위면 경기대로 1838,경기도 평택시 진위면 견산리 479번지 1호,17714,37.10861712,127.0645339,,,
평택시,고운몸한의원,20190612,영업중,,,3,123.12,"경기도 평택시 용죽2로 32-44, 리더스타워 2층 205호 (용이동)",경기도 평택시 용이동 687번지 4호,17870,36.99244698,127.1255214,,,
평택시,유한의원,20191212,영업중,,,6,534.6,"경기도 평택시 청북읍 안청로2길 75, (201호,301호,302호,401호)호",경기도 평택시 청북읍 옥길리 1156번지 4호,17805,37.02018058,126.9163548,,,
평택시,동삭한의원,20191002,영업중,,,2,188.4,"경기도 평택시 동삭로 374, 2층 204호 (동삭동)",경기도 평택시 동삭동 0번지,17845,37.01916948,127.0964653,,,
평택시,약손한의원,20080312,영업중,,,1,199.58,경기도 평택시 안중읍 안현로서6길 46,경기도 평택시 안중읍 현화리 71번지,17932,36.984747,126.9243585,,,
