시군명,사업장명,인허가일자,영업상태명,폐업일자,병상수(개),의료기관종별명,의료인수(명),입원실수(개),진료과목내용,연면적(㎡),소재지도로명주소,소재지지번주소,소재지우편번호,WGS84위도,WGS84경도
가평군,에이치제이매그놀리아국제한방병원,20030518,영업중,,30,,1,12,301 308 306 302,1007,경기도 가평군 설악면 미사리로 267-177,경기도 가평군 설악면 송산리 460번지,12461,37.69088732,127.5213882
가평군,송정한의원,20140102,영업중,,,1,154.98,"경기도 가평군 가평읍 장터2길 6-6, 3층",경기도 가평군 가평읍 읍내리 474번지 3호,12419,37.82956518,127.514156,,,
가평군,서진한의원,20070125,영업중,,,1,130,경기도 가평군 청평면 청평중앙로 12,경기도 가평군 청평면 청평리 434번지 25호 1층,12453,37.73590814,127.4164819,,,
가평군,경희동가원한의원,20121008,영업중,,,1,126,경기도 가평군 가평읍 가화로 140-2,경기도 가평군 가평읍 읍내리 443번지 13호,12412,37.83192408,127.5124344,,,
가평군,해암한의원,20190628,영업중,,,1,97.8,경기도 가평군 청평면 경춘로 706,경기도 가평군 청평면 청평리 650번지 8호,12454,37.73127466,127.409457,,,
가평군,호한의원,20091223,영업중,,,1,111.15,경기도 가평군 청평면 여울길 25,경기도 가평군 청평면 청평리 397번지 21호,12452,37.73719241,127.4201988,,,
가평군,조종 한의원,20181016,영업중,,,1,83,"경기도 가평군 조종면 조종희망로 5, 2층",경기도 가평군 조종면 현리 412번지 7호,12437,37.81822872,127.3490366,,,
가평군,청 한의원,20170713,영업중,,,1,166.62,경기도 가평군 청평면 시장중앙로 13 ((주)명동전기),경기도 가평군 청평면 청평리 78번지 2호,12453,37.7347759,127.4156134,,,
가평군,가평한의원,20150416,영업중,,,1,135,"경기도 가평군 조종면 현창로38번길 4-1, 2층 (서울프라자약국)",경기도 가평군 조종면 현리 265번지 2호,12437,37.81845492,127.3487083,,,
가평군,성민부부한의원,19890414,영업중,,,1,91,경기도 가평군 가평읍 중앙로 17,경기도 가평군 가평읍 읍내리 345번지 1호,12420,37.8269813,127.5137407,,,
가평군,예성한의원,20080613,영업중,,,1,150,경기도 가평군 가평읍 보납로 19,경기도 가평군 가평읍 읍내리 450번지 2호,12413,37.8309866,127.5125529,,,
가평군,경희한의원,20071109,영업중,,,2,138,경기도 가평군 조종면 조종희망로 9 (경희한의원),경기도 가평군 조종면 현리 411번지 10호,12437,37.8182906,127.349423,,,
가평군,청운한의원,19911125,영업중,,,1,148,경기도 가평군 조종면 조종희망로 44 (청운한의원),경기도 가평군 조종면 현리 279번지 1호,12437,37.8205401,127.3503989,,,
가평군,경희부부한의원,20111229,영업중,,,1,132.3,"경기도 가평군 설악면 신천중앙로 114-1, 2층",경기도 가평군 설악면 신천리 435번지 22호 (2층),12465,37.6778083,127.4911444,,,
가평군,고려한의원,20070227,영업중,,,1,139,경기도 가평군 조종면 조종새싹로 2,경기도 가평군 조종면 현리 272-3번지,12437,37.819069,127.3482,,,
가평군,설악한의원,19981018,영업중,,,1,99,경기도 가평군 설악면 신천중앙로 124-4,경기도 가평군 설악면 신천리 437-5번지,12465,37.67825365,127.4902292,,,
가평군,금강한의원,19980516,영업중,,,1,96,경기도 가평군 가평읍 보납로18번길 2,경기도 가평군 가평읍 읍내리 464번지 1호 2층,12418,37.8307082,127.5123237,,,
고양시,차연한방병원,20190423,영업중,,66,,14,21,308 307 306 305 304 303 302 301 122 120 116 111 106 105 101,1678.7,"경기도 고양시 일산동구 중앙로 1312, 4~5층 (정발산동)",경기도 고양시 일산동구 정발산동 785번지 3호,10404,37.66307688,126.7712368
고양시,동국대학교일산불교한방병원,20050711,영업중,,71,,53,22,301 302 303 304 305 306 307 308,4988,"경기도 고양시 일산동구 동국로 27 (식사동, 동국대학교일산병원)",경기도 고양시 일산동구 식사동 814외9필지,10326,37.67643852,126.8055631
고양시,재단법인자생의료재단일산자생한방병원,20091001,영업중,,52,,35,13,301 302 303 304 305 306 307 308 101 116,2083,"경기도 고양시 일산동구 중앙로 1130, B2-01~19호 (마두동, 강촌마을6단지아파트)",경기도 고양시 일산동구 마두동 806번지 강촌마을6단지아파트,10422,37.6501211,126.7802115
고양시,후한의원,20150608,영업중,,,1,108.58,"경기도 고양시 일산서구 중앙로 1426, 206호 (주엽동, 일송노블레스)",경기도 고양시 일산서구 주엽동 66-1 일송노블레스 206호,10386,37.6701848,126.761909,,,
고양시,새생명한의원,20060502,영업중,,,1,154.3,"경기도 고양시 덕양구 화정로 53, 4층 (화정동, 새롬프라자)",경기도 고양시 덕양구 화정동 969번지 1호 새롬프라자 4층,10497,37.63510613,126.8318444,,,
고양시,원당대명한의원,20120509,영업중,,,1,163.4,경기도 고양시 덕양구 호국로 822 (성사동),경기도 고양시 덕양구 성사동 501-2번지 명지캐럿86,10463,37.658406,126.8387832,,,
고양시,초한의원,20181220,영업중,,,1,160.57,"경기도 고양시 덕양구 화신로272번길 3, 대경프라자 II 401호 (화정동)",경기도 고양시 덕양구 화정동 984번지 9호 대경프라자 II,10500,37.63096933,126.830925,,,
고양시,한음한방신경정신과한의원,20180312,영업중,,,2,113.2,"경기도 고양시 일산서구 중앙로 1426, 일송노브레스 5층 (주엽동)",경기도 고양시 일산서구 주엽동 66번지 1호 일송노브레스,10386,37.67018483,126.7619091,,,
고양시,경희당한의원,20010618,영업중,,,1,113.5,"경기도 고양시 덕양구 화중로 76, 405호 (화정동, 대감빌딩)",경기도 고양시 덕양구 화정동 970번지 1호 대감빌딩 405호,10500,37.63385264,126.8310656,,,
고양시,경희윤앤송한의원,20110315,영업중,,,1,118.8,"경기도 고양시 일산서구 강선로 49, 206호 (주엽동, BYC빌딩)",경기도 고양시 일산서구 주엽동 102. BYC빌딩 206호,10386,37.66868309,126.7633194,,,
고양시,경희은혜한의원,20130510,영업중,,,2,72.27,"경기도 고양시 일산서구 중앙로 1456, 413호 (주엽동, 서현프라자)",경기도 고양시 일산서구  18번지 2호 서현프라자 413호,10387,37.67145809,126.7589353,,,
고양시,자윤한의원,20131105,영업중,,,1,114.92,"경기도 고양시 일산서구 중앙로 1426, 301호 (주엽동, 일송노블레스)",경기도 고양시 일산서구 주엽동 66번지 1호 일송노블레스 301호,10386,37.6701848,126.761909,,,
고양시,위강한의원,19960626,영업중,,,1,99.84,"경기도 고양시 일산서구 중앙로 1437, 410호 (주엽동, 화성프라자)",경기도 고양시 일산서구 주엽동 109 화성프라자 410호,10387,37.67005364,126.7605046,,,
고양시,경희우소한의원,20190403,영업중,,,1,123,"경기도 고양시 덕양구 삼송로 189-7, 희성플라자201호 (삼송동)",경기도 고양시 덕양구 삼송동 27번지 1호 희성플라자201호,10556,37.65383054,126.8946492,,,
고양시,삼보한의원,19921119,영업중,,,1,130.17,"경기도 고양시 덕양구 호국로742번길 53, 2층 (성사동, 삼보상가)",경기도 고양시 덕양구 성사동 726번지 삼보상가 2층,10468,37.65357258,126.8357343,,,
고양시,바른시선한의원,20170601,영업중,,,2,267.84,"경기도 고양시 일산동구 중앙로 1036, 베스트 고양터미널 F6-01(일부호),F3-01(일부호)호 (백석동)",경기도 고양시 일산동구 백석동 1242번지 베스트 고양터미널,10450,37.64316417,126.789654,,,
고양시,경희가좌한의원,20040212,영업중,,,1,81.62,"경기도 고양시 일산서구 송산로 393, 201호 (가좌동)",경기도 고양시 일산서구 가좌동 362-1.201호,10210,37.6854319,126.7224074,,,
고양시,프리허그한의원,20141016,영업중,,,1,123.82,"경기도 고양시 일산동구 중앙로1261번길 77, 701호 (장항동, 한신메트로폴리스)",경기도 고양시 일산동구 장항동 864-2번지 한신메트로폴리스 701호,10402,37.65712754,126.7697368,,,
고양시,제일한의원,19980731,영업중,,,1,151.5,경기도 고양시 덕양구 행신로 153 (행신동),경기도 고양시 덕양구 행신동 619번지 18호,10517,37.6192496,126.8322658,,,
고양시,세검정한의원,20191024,영업중,,,1,47,"경기도 고양시 덕양구 동송로 33, 이편한세상시티삼송 1차 상가동 136호 (동산동)",경기도 고양시 덕양구 동산동 369번지 이편한세상시티삼송,10595,37.64952552,126.8964231,,,
고양시,동제한의원,20191127,영업중,,,1,230.79,"경기도 고양시 덕양구 호국로790번길 6, 1층일부 (성사동)",경기도 고양시 덕양구 성사동 698번지 1호 1층일부,10464,37.6562134,126.836431,,,
고양시,단비한의원,20140123,영업중,,,1,115.74,"경기도 고양시 덕양구 신원로 40, 303호 (신원동, 삼송시티프라자)",경기도 고양시 덕양구 신원동 621번지 삼송시티프라자 303호,10568,37.6638794,126.8884237,,,
고양시,광명한의원,19990909,영업중,,,1,136.23,"경기도 고양시 일산동구 강촌로26번길 73-24, 1층 (백석동)",경기도 고양시 일산동구 백석동1424 번지 1층,10424,37.6448551,126.7831793,,,
고양시,동준한의원,19980603,영업중,,,1,160.41,"경기도 고양시 일산동구 경의로 315 (마두동, 설촌상가301,302호)","경기도 고양시 일산동구 마두1동744. 설촌상가301,302호",10417,37.6579912,126.793102,,,
고양시,서울고려한의원,20071026,영업중,,,1,193.76,"경기도 고양시 일산동구 일산로 447 (정발산동, 신풍빌딩 201호)",경기도 고양시 일산동구 정발산동1146-2. 신풍빌딩201호,10359,37.6732691,126.7770766,,,
고양시,생명마루장수한의원,20030120,영업중,,,1,80.46,"경기도 고양시 일산서구 중앙로 1563, 301호 (대화동, 영림브레아)",경기도 고양시 일산서구 대화동 2222번지 2호 영림브레아 301호,10381,37.67543504,126.7479043,,,
고양시,해맑은한의원,20061120,영업중,,,1,104.87,"경기도 고양시 일산동구 탄중로 322 (중산동, 고봉프라자 303~304호)","경기도 고양시 일산동구 중산동 1570-3. 고봉프라자 303,304호",10333,37.6930701,126.7807128,,,
고양시,경희참한의원,20060915,영업중,,,1,90.8,"경기도 고양시 일산동구 숲속마을로 44 (풍동, 풍동미래타워 302호)",경기도 고양시 일산동구 풍동 1280-1. 풍동미래타워 302호,10306,37.66735229,126.7982101,,,
고양시,늘푸른한의원,20071024,영업중,,,2,161.7,"경기도 고양시 덕양구 혜음로 29-2, 2층 (고양동)",경기도 고양시 덕양구 고양동 221번지 2층,10275,37.70331779,126.9016645,,,
고양시,기풍한의원,20070509,영업중,,,1,114.68,"경기도 고양시 일산동구 중앙로 1047, 308호 (백석동, 영림브레아오피스텔)",경기도 고양시 일산동구 백석동 1331번지 영림브레아오피스텔 308호,10447,37.64302454,126.7871844,,,
고양시,손한의원,20110713,영업중,,,1,168.77,"경기도 고양시 일산서구 하이파크3로 84, 402호 (덕이동, 신성프라자)",경기도 고양시 일산서구 덕이동 1542번지 신성프라자 402호,10234,37.6989343,126.7531531,,,
고양시,성동한의원,19920201,영업중,,,3,316.44,경기도 고양시 덕양구 통일로 793 (관산동),"경기도 고양시 덕양구 관산동 238번지 9호 1층, 2층, 4층",10287,37.6883214,126.8622537,,,
고양시,새솔한의원,20120504,영업중,,,1,108.23,"경기도 고양시 일산서구 중앙로 1564, 302호 (대화동, 그린월드)",경기도 고양시 일산서구 대화동 2203번지 1호 그린월드 302호,10381,37.67621347,126.7482757,,,
고양시,다이즐한의원,20120501,영업중,,,1,189.96,"경기도 고양시 일산서구 중앙로 1426, 901,902호 (주엽동, 일송노블레스)","경기도 고양시 일산서구 주엽동 66번지 1호 일송노블레스 901,902호",10386,37.67018483,126.7619091,,,
고양시,햇빛아이한의원,20040114,영업중,,,1,41.18,"경기도 고양시 덕양구 충장로152번길 47, 205호 (행신동, 햇빛마을20단지상가)",경기도 고양시 덕양구 행신동 937번지 햇빛마을 20단지상가 205호,10494,37.62455558,126.8380648,,,
고양시,서울한의원,20040108,영업중,,,1,142.12,"경기도 고양시 덕양구 호국로790번길 17, 401호 (성사동, 영프라자)",경기도 고양시 덕양구 성사동 697번지 14호,10463,37.6561875,126.8372583,,,
고양시,코비한의원,20050330,영업중,,,1,248.59,"경기도 고양시 일산서구 중앙로 1444, 5층 (주엽동)",경기도 고양시 일산서구 주엽동 21-2. 5층,10387,37.6709379,126.7601044,,,
고양시,문지홍한의원,20140825,영업중,,,1,87.1,"경기도 고양시 일산서구 중앙로 1576, 203호 (대화동, 태진빌딩)",경기도 고양시 일산서구 대화동 2205번지 태진빌딩 203호,10381,37.6765956,126.7471294,,,
고양시,가로세로한의원,20070125,영업중,,,2,235.02,"경기도 고양시 일산동구 정발산로 38 (장항동, 이스턴시티 403호)",경기도 고양시 일산동구 장항2동 855. 장항동이스턴시티403호,10403,37.65664765,126.7731153,,,
고양시,풍동가족한의원,20061226,영업중,,,2,206.51,"경기도 고양시 일산동구 숲속마을로 42, 202호 (풍동, 에이스타워)",경기도 고양시 일산동구 풍동 1279번지 에이스타워 202호,10306,37.6673258,126.7985388,,,
고양시,동의약손한의원,20061118,영업중,,,1,93.04,"경기도 고양시 일산동구 숲속마을로 26, 305호 (풍동, 풍동프라자)",경기도 고양시 일산동구 풍동 1278번지 풍동프라자 305호,10305,37.66723891,126.8003752,,,
고양시,발머스한의원,20121008,영업중,,,1,145.6,경기도 고양시 일산동구 중앙로1261번길 55 (장항동),경기도 고양시 일산동구 장항동 861번지,10402,37.65749007,126.7708236,,,
고양시,바른생한의원,20190226,영업중,,,1,85,"경기도 고양시 일산서구 중앙로 1573, 킨텍스프라자 401호 (대화동)",경기도 고양시 일산서구 대화동 2220번지 1호 킨텍스프라자,10381,37.67595302,126.7470082,,,
고양시,참경희한의원,20200522,영업중,,,1,167.76,"경기도 고양시 일산동구 강석로 149, 강촌프라자 302~303호 (마두동)",경기도 고양시 일산동구 마두동 799번지 2호 강촌프라자,10414,37.6538462,126.7776928,,,
고양시,화정인제한의원,20131125,영업중,,,1,95.58,"경기도 고양시 덕양구 화중로104번길 28, 201호 (화정동, 화정씨네마플러스)",경기도 고양시 덕양구 화정동 966번지 1호 화정 씨네마플러스 201호,10497,37.63572264,126.833166,,,
고양시,원흥365열린부부한의원,20200529,영업중,,,2,194,"경기도 고양시 덕양구 권율대로 685, SIB타워 406~408호 (원흥동)",경기도 고양시 덕양구 원흥동 638번지 SIB타워 406~408호,10560,37.6512063,126.874076,,,
고양시,올바른한의원,20161124,영업중,,,1,133.17,"경기도 고양시 덕양구 중앙로 442, 4층 403호 (행신동, 아성프라자)",경기도 고양시 덕양구 행신동 1083번지 아성프라자 403호,10486,37.61819638,126.8458942,,,
고양시,백광훈한의원,20140428,영업중,,,2,81.12,"경기도 고양시 일산서구 중앙로 1426, 202호 (주엽동, 일송노블레스)",경기도 고양시 일산서구 주엽동 66번지 1호 일송노블레스 202호,10386,37.67026995,126.7619425,,,
고양시,석정한의원,20020628,영업중,,,1,145.42,"경기도 고양시 덕양구 호국로 797, 202호 일부호, 203호호 (주교동, 대동피렌체)",경기도 고양시 덕양구 주교동 615번지 대동피렌체 202호 호,10462,37.6573577,126.8365077,,,
고양시,본플러스한의원,20180809,영업중,,,1,146.7,"경기도 고양시 일산서구 강성로 101, 제일프라자 201호 (주엽동)",경기도 고양시 일산서구 주엽동 72번지 제일프라자 201호,10386,37.66965727,126.763883,,,
고양시,기특한한의원,20181008,영업중,,,2,181.54,"경기도 고양시 일산동구 중앙로 1048, 일산르메이에르프라자 5층 512,519,520호 (백석동)",경기도 고양시 일산동구 백석동 1297번지 2호 일산르메이에르프라자,10447,37.64374597,126.7875449,,,
고양시,경희부부한의원,20071122,영업중,,,1,131.05,"경기도 고양시 일산서구 후곡로 19, 402호 (일산동, 평화프라자)",경기도 고양시 일산서구 일산동 1054-5번지 평화프라자 402호,10371,37.6792693,126.7632626,,,
고양시,경희한의원,19910729,영업중,,,2,57.6,"경기도 고양시 덕양구 화중로 220, 206호 (화정동, 달빛마을 라이프상가)",경기도 고양시 덕양구 화정동 851번지 달빛마을 라이프상가 206호,10473,37.6464651,126.836566,,,
고양시,경희솔한의원,20101231,영업중,,,1,177,"경기도 고양시 일산동구 일산로 243, 도헌프라자 3층 (마두동)",경기도 고양시 일산동구 마두동 753번지 4호 도헌프라자,10416,37.6575761,126.7877429,,,
고양시,진명한의원,20050315,영업중,,,3,115.5,"경기도 고양시 덕양구 화중로104번길 24, 207호 (화정동, 송화빌딩)",경기도 고양시 덕양구 화정동 967번지 송화빌딩 207호,10497,37.63602613,126.8325447,,,
고양시,오성한의원,19980910,영업중,,,1,92.1,경기도 고양시 일산서구 대산로211번길 7-21 (대화동),경기도 고양시 일산서구 대화동 2145-8,10377,37.67743429,126.7559571,,,
고양시,하늘마음한의원,20120321,영업중,,,1,104,"경기도 고양시 일산서구 중앙로 1426 (주엽동, 일송노블레스 908호,909호)","경기도 고양시 일산서구 주엽동 66번지 1호 일송노블레스 908호,909호",10386,37.67018483,126.7619091,,,
고양시,더편한한의원,20191010,영업중,,,2,139.4,"경기도 고양시 일산서구 산현로17번길 9, 부건3차 4층 404호 (탄현동)",경기도 고양시 일산서구 탄현동 1576번지 5호 부건3차 404호,10343,37.69007192,126.763296,,,
고양시,아토윌강선한의원,19990104,영업중,,,1,106.58,"경기도 고양시 일산서구 대산로 116, 304호 (주엽동, 유화프라자)",경기도 고양시 일산서구 주엽동 35.유화프라자304호,10375,37.6743256,126.7645481,,,
고양시,마두경희한의원,20090129,영업중,,,1,158.04,"경기도 고양시 일산동구 강석로 115 (마두동,장항빌딩203호.204호)",경기도 고양시일산동구 마두동 804번지 장항빌딩203호.204호,10414,37.6510194,126.7792631,,,
고양시,탄현경희한의원,20000821,영업중,,,1,84,"경기도 고양시 일산서구 산현로 15, 303호 (탄현동, 무광프라자)",경기도 고양시일산서구 탄현동 1577번지 4호 무광프라자 303호,10343,37.6894857,126.7630144,,,
고양시,이시은한의원,20181205,영업중,,,1,125.4,"경기도 고양시 일산동구 일산로 240, 백마프라자 3층 (마두동)",경기도 고양시 일산동구 마두동 723번지 백마프라자,10417,37.65757766,126.7885475,,,
고양시,힘찬걸음한의원,20190128,영업중,,,1,166.34,"경기도 고양시 덕양구 화신로260번길 64, 삼진빌딩 4층 401호 (화정동)",경기도 고양시 덕양구 화정동 975번지 1호 삼진빌딩 401호,10500,37.6334143,126.833287,,,
고양시,산호한의원,19971030,영업중,,,1,116.7,"경기도 고양시 덕양구 중앙로 548, 404,405호 (행신동, 현대프라자)","경기도 고양시 덕양구 행신동 950번지 2호 현대프라자 404,405호",10495,37.6232199,126.8364819,,,
고양시,열린부부한의원,20190218,영업중,,,1,89,"경기도 고양시 일산동구 중산로 244, 고은프라자 3층 301호 (중산동)",경기도 고양시 일산동구 중산동 1569번지 3호 고은프라자,10331,37.69373114,126.780879,,,
고양시,삼송명문한의원,20191113,영업중,,,2,249.54,"경기도 고양시 덕양구 권율대로 892, 203,204호 (신원동)",경기도 고양시 덕양구 신원동 627번지 1호,10571,37.66302516,126.8900911,,,
고양시,리샘한의원,20150227,영업중,,,1,114,"경기도 고양시 일산동구 정발산로 43-20, 310호 (장항동, 센트럴프라자)",경기도 고양시 일산동구 장항동 846번지 센트럴프라자 310호,10402,37.6582698,126.7733483,,,
고양시,잘봄한의원,20200327,영업중,,,1,153.43,"경기도 고양시 일산동구 중산로 63, 현대프라자 301호 (중산동)",경기도 고양시 일산동구 중산동 1836번지 2호,10355,37.67773134,126.7821335,,,
고양시,백년한의원,20191001,영업중,,,1,229.79,"경기도 고양시 일산동구 위시티2로11번길 45, 2층 206-1호 (식사동, 위시티일산자이 주상복합)",경기도 고양시 일산동구 식사동 1528번지 위시티일산자이 주상복합,10323,37.67845848,126.8127348,,,
고양시,효소앤한의원,20200518,영업중,,,1,348.25,"경기도 고양시 일산서구 중앙로 1443, 가람상가 7층 701, 704, 705, 706호 (주엽동)",경기도 고양시 일산서구 주엽동 110번지 2호 가람상가,10387,37.67039115,126.7597075,,,
고양시,차동일한의원,20001204,영업중,,,1,107.83,"경기도 고양시 일산서구 일현로 56, 302호 (탄현동, 삼정프라자)",경기도 고양시 일산서구 탄현동 1573-1삼정프라자302호,10343,37.69190178,126.7637436,,,
고양시,신침한의원,20040913,영업중,,,1,107.01,"경기도 고양시 일산서구 중앙로 1470, B동 207,208호 (주엽동, 동부썬프라자)","경기도 고양시 일산서구 주엽동 17.동부썬프라자B동207,208호",10379,37.67234674,126.7573455,,,
고양시,원당미성한의원,20040726,영업중,,,1,115.94,"경기도 고양시 덕양구 호국로789번길 7, 203호 (주교동, 원당빌딩)",경기도 고양시 덕양구 주교동 614번지 원당빌딩 203호,10461,37.65671675,126.8355913,,,
고양시,보원당한의원,20091120,영업중,,,1,197.65,"경기도 고양시 덕양구 화중로 72, 5층 501호 (화정동, 케이탑리츠화정빌딩)",경기도 고양시 덕양구 화정동 970-2번지 케이탑리츠화정빌딩 5층 501호,10500,37.6335552,126.8310096,,,
고양시,해독한의원,20000226,영업중,,,1,181.48,"경기도 고양시 일산동구 중앙로 1080 (백석동, 남정골드프라자 201-1호)",경기도 고양시 일산동구 백석동 1288-2 남정골드프라자 201-1호,10447,37.64551655,126.7851829,,,
고양시,삼송채움한의원,20190919,영업중,,,1,72,"경기도 고양시 덕양구 덕수천2로 150, e편한세상시티삼송2차 상가동 216, 217(일부)호 (동산동)","경기도 고양시 덕양구 동산동 368번지 2호 e편한세상시티삼송2차상가동 216호, 217호일부",10595,37.64899293,126.8955647,,,
고양시,부일한의원,20020412,영업중,,,1,151.89,"경기도 고양시 일산서구 중앙로 1565, 303호 (대화동, 메드위즈)",경기도 고양시 일산서구 대화동 2222-1.메드위즈 303호,10381,37.6755426,126.7476885,,,
고양시,주엽소나무한의원,20191212,영업중,,,1,162,"경기도 고양시 일산서구 중앙로 1422, 우리은행 2층 일부호 (주엽동)",경기도 고양시 일산서구 주엽동 71번지 우리은행,10386,37.66996054,126.7623745,,,
고양시,대화한의원,20160831,영업중,,,1,172.8,"경기도 고양시 일산서구 중앙로 1574 (대화동, 502호, 503호)","경기도 고양시 일산서구 대화동 2205번지 1호 502호, 503호",10381,37.676488,126.7473792,,,
고양시,다정한한의원,20160113,영업중,,,2,368.57,"경기도 고양시 일산동구 중앙로 1200, 10층 1001호 (마두동, 삼희골드프라자)",경기도 고양시 일산동구 마두동 798번지 1호 삼희골드프라자 1001호,10414,37.6537992,126.7770676,,,
고양시,유용우한의원,20040503,영업중,,,1,149.1,"경기도 고양시 일산동구 정발산로 24 (장항동, 웨스턴돔 2 B-307,308호)","경기도 고양시 일산동구 장항2동 868. 웨스턴돔2 B-307,308호",10403,37.6546825,126.7726001,,,
고양시,서연한의원,20150921,영업중,,,1,112.59,"경기도 고양시 일산서구 강성로 121 (주엽동, 일산삼희프라자)",경기도 고양시 일산서구 주엽동 66번지 404호 삼희프라자,10386,37.6704915,126.7621007,,,
고양시,휴한의원,20150723,영업중,,,1,169.5,"경기도 고양시 일산서구 중앙로 1437, 701호 (주엽동, 화성프라자)",경기도 고양시 일산서구 주엽동 109번지 화성프라자 701호,10387,37.6699656,126.7604589,,,
고양시,남서한의원,20010808,영업중,,,1,135.74,"경기도 고양시 일산동구 일산로 238 (마두동, 대일상가 302~303호)","경기도 고양시 일산동구 마두1동723-1. 대일상가302,303호",10417,37.65740663,126.7886273,,,
고양시,선약한의원,20061011,영업중,,,1,111.59,"경기도 고양시 일산서구 일청로 32, 1층 (일산동, 명보빌딩)",경기도 고양시 일산서구 일산동 591-6.명보빌딩1층,10342,37.68684513,126.7716504,,,
고양시,정담한의원,20060511,영업중,,,1,111.76,"경기도 고양시 일산서구 일중로 59, 3층 (일산동, 메디프렌드빌딩)",경기도 고양시 일산서구 일산동 554-4.메디프렌드빌딩3층,10341,37.6848789,126.7752049,,,
고양시,이재한의원,20190315,영업중,,,1,75.33,"경기도 고양시 일산동구 강송로 119, 용신코아 3층 302호 (백석동)",경기도 고양시 일산동구 백석동 1224번지 용신코아,10420,37.64954536,126.7859871,,,
고양시,향동한의원,20191001,영업중,,,1,113.42,"경기도 고양시 덕양구 향기로 68, 모아프라자 304호 (향동동)",경기도 고양시 덕양구 향동동 559번지 모아프라자,10546,37.59585112,126.892729,,,
고양시,지엘한의원,20100826,영업중,,,1,120.86,"경기도 고양시 일산동구 장백로 86, 203호 (백석동, 한경빌딩)",경기도 고양시 일산동구 백석동 1335번지 2호,10447,37.6446591,126.7844036,,,
고양시,영풍한의원,20030415,영업중,,,1,63.52,"경기도 고양시 덕양구 혜음로 30, 2층 (고양동, 삼성아파트상가)",경기도 고양시 덕양구 고양동 197번지 삼성아파트상가 2층,10275,37.70271482,126.9024478,,,
고양시,성보한의원,19951226,영업중,,,1,93.6,"경기도 고양시 일산동구 중앙로 1123 (백석동, 흰돌마을2단지아파트상가 215호)",경기도 고양시 일산동구 백석동1351. 청구코아상가2층215호,10421,37.6471043,126.7814843,,,
고양시,청아한의원,19930427,영업중,,,3,187.46,"경기도 고양시 일산동구 강송로 170 (마두동, 현대프라자303,304호)","경기도 고양시 일산동구 마두2동 781. 현대프라자303,304호",10416,37.6537946,126.7841842,,,
고양시,시민한의원,20150403,영업중,,,1,116.52,"경기도 고양시 덕양구 도래울로 34, 3층 (도내동, 다원누리빌딩)",경기도 고양시 덕양구 도내동 1089번지 다원누리빌딩 3층,10551,37.6288828,126.8685056,,,
고양시,폴리어린이한의원,20150326,영업중,,,1,161,"경기도 고양시 일산서구 중앙로 1426 (주엽동, 일송노블레스 903,904호)",경기도 고양시 일산서구 주엽동 66번지 1호 일송노블레스 903~904호,10386,37.6701848,126.761909,,,
고양시,자연사랑한의원,20010716,영업중,,,1,91.74,"경기도 고양시 일산동구 장백로 172, 203호 (장항동, 금강프라자)",경기도 고양시 일산동구 장항동 898번지 1호 금강프라자 203호,10414,37.6501605,126.7777132,,,
고양시,지오한의원,20061027,영업중,,,2,85.72,"경기도 고양시 일산동구 위시티2로 23, 201호 (식사동, 지오빌딩)",경기도 고양시 일산동구 식사동 1548번지 1호 지오빌딩 201호,10323,37.6760987,126.8132622,,,
고양시,녹원명문한의원,20061013,영업중,,,2,214.73,경기도 고양시 일산동구 일산로 461 (정발산동),경기도 고양시 일산동구 정발산동 1145번지,10359,37.67399592,126.7755925,,,
고양시,해비치한의원,20100906,영업중,,,1,142.82,"경기도 고양시 덕양구 중앙로 383, 2층 (행신동, 서정빌딩)","경기도 고양시 덕양구 행신동 1104번지 2층, 5층",10535,37.6151947,126.8517222,,,
고양시,은강한의원,20180312,영업중,,,1,88.8,"경기도 고양시 일산서구 고양대로 688, 2층 (일산동)",경기도 고양시 일산서구 일산동 646번지 1호,10353,37.683603,126.772352,,,
고양시,청정한의원,20020909,영업중,,,3,102.23,"경기도 고양시 일산서구 일산로 526, 201호 (일산동, 진송빌딩)",경기도 고양시 일산서구 일산동 1081번지 1호 진송빌딩 201호,10374,37.67727587,126.769607,,,
고양시,함소아(含笑兒)한의원,20020615,영업중,,,2,150.97,"경기도 고양시 일산동구 정발산로 38, 장항동이스턴시티 308-1호 (장항동)",경기도 고양시 일산동구 장항동 855번지 장항동이스턴시티,10403,37.6566476,126.7731153,,,
고양시,원당효소촌한의원,20161103,영업중,,,1,131.1,"경기도 고양시 덕양구 원당로125번길 12, 2층 (주교동, 원릉빌딩)",경기도 고양시 덕양구 주교동 555번지 4호 원릉빌딩 2층 일부,10298,37.66307276,126.838569,,,
고양시,대화경희한의원,20030602,영업중,,,1,71.61,"경기도 고양시 일산서구 송포로 35, 203호 (대화동, 대륙상가)",경기도 고양시 일산서구 대화동 1464-7.대륙상가203호,10219,37.6694898,126.7322717,,,
고양시,백석경희한의원,20030310,영업중,,,1,146.95,"경기도 고양시 일산동구 장백로 56 (백석동, 크리스탈 305호)",경기도 고양시 일산동구 백석동1331-1. 크리스탈빌딩305호,10447,37.64287962,126.7867656,,,
고양시,숲속부부한의원,20170317,영업중,,,2,105.3,"경기도 고양시 일산동구 숲속마을1로 77, 401호 (풍동, 그린메디피아)",경기도 고양시 일산동구 풍동 1274번지,10306,37.6677424,126.7997958,,,
